HouseID,Area_sqft,Bedrooms,Bathrooms,Floors,YearBuilt,HouseAge,Location,Garage,HasGarden,DistanceToCityCenter_km,SchoolRating,CrimeRate,Price
335,3201,6,4,1,2001,25,Suburb,Yes,Yes,15.76,10,5.2,34729000
336,1471,2,4,3,2022,4,Rural,Yes,No,11.06,4,5.66,11143000
337,1666,3,2,2,2002,24,Downtown,Yes,Yes,17.15,2,5.6,24116000
338,5429,2,4,3,1980,46,Uptown,Yes,No,4.23,7,4.76,63929000
339,3274,2,2,1,1983,43,Waterfront,Yes,Yes,5.47,10,7.85,49608000
340,2482,6,1,3,2001,25,Waterfront,Yes,Yes,16.87,10,1.41,42975000
341,1353,3,2,3,2019,7,Rural,Yes,Yes,30.62,2,3.14,10327000
342,4646,5,4,1,1999,27,Rural,No,No,36.06,1,6.13,31574000
343,4236,5,1,3,1961,65,Suburb,No,No,26.76,5,6.87,42238000
344,4269,2,3,3,2014,12,Suburb,No,No,4.66,1,4.06,40799000
345,1074,3,2,2,1967,59,Waterfront,Yes,No,27.04,1,8.68,14820000
346,3761,3,1,2,2007,19,Rural,Yes,No,25.6,1,4.17,24473000
347,1648,6,2,1,1986,40,Downtown,Yes,No,32.33,6,4.05,24310000
348,2215,4,1,1,1981,45,Uptown,Yes,No,33.1,9,0.45,27156000
349,5277,5,1,1,1996,30,Rural,Yes,No,34.79,10,5.5,35552000
350,5433,6,2,2,1986,40,Rural,Yes,Yes,16.86,1,7.05,35882000
351,4354,1,3,1,2016,10,Suburb,Yes,No,28.07,5,1.22,40280000
352,2991,5,1,1,1988,38,Uptown,No,No,11.1,9,3.09,35770000
353,3160,6,1,1,1962,64,Waterfront,Yes,No,39.97,9,7.76,48457000
354,3624,5,1,2,2003,23,Rural,Yes,Yes,7.43,1,3.69,25247000
355,3551,4,3,3,1972,54,Waterfront,Yes,No,0.9,8,2.47,57607000
356,504,1,3,1,2004,22,Rural,Yes,No,6.38,1,6.69,4950000
357,5369,4,4,3,1969,57,Waterfront,No,Yes,31.15,8,2.03,82218000
358,1376,1,2,1,1995,31,Uptown,Yes,No,18.15,1,8.88,14409000
359,1491,2,3,3,1968,58,Suburb,Yes,Yes,18.18,5,1.13,14950000
360,4642,6,2,2,2013,13,Uptown,Yes,Yes,38.22,8,7.02,54513000
361,4864,1,4,2,2015,11,Downtown,Yes,Yes,36.83,6,5.0,64074000
362,4965,4,2,1,2014,12,Suburb,Yes,Yes,12.79,9,8.63,47038000
363,1135,5,3,3,1986,40,Uptown,No,No,8.76,1,1.34,15982000
364,2193,1,2,2,1993,33,Downtown,No,Yes,34.02,9,6.74,29666000
365,2182,6,3,1,2010,16,Rural,No,Yes,36.29,1,5.71,16165000
366,5252,1,2,1,1960,66,Rural,Yes,Yes,21.89,10,4.8,34444000
367,619,3,3,2,1991,35,Waterfront,No,Yes,25.36,10,4.92,13792000
368,1330,5,3,2,1984,42,Suburb,Yes,Yes,10.65,3,7.18,14993000
369,4175,6,2,1,1988,38,Rural,Yes,No,32.13,1,9.29,27226000
370,1869,6,4,3,1966,60,Suburb,Yes,Yes,25.47,3,0.99,21951000
371,1240,2,1,3,2008,18,Rural,Yes,No,20.39,2,0.29,9727000
372,616,4,4,3,1962,64,Waterfront,Yes,No,2.87,2,8.0,12712000
373,3338,2,2,1,1979,47,Uptown,No,Yes,36.68,9,1.16,36314000
374,1650,6,4,2,1979,47,Waterfront,Yes,No,24.81,8,9.77,29262000
375,2431,5,3,1,2012,14,Downtown,Yes,Yes,8.11,1,6.17,35713000
376,1512,1,1,2,1989,37,Rural,Yes,Yes,24.45,4,6.48,9656000
377,2164,1,2,3,1994,32,Downtown,No,Yes,27.26,1,2.05,28337000
378,1581,5,2,3,1994,32,Downtown,No,Yes,21.27,1,2.46,24796000
379,5229,6,2,2,2008,18,Suburb,No,No,28.87,4,6.56,49871000
380,1012,1,1,2,1998,28,Rural,Yes,No,23.47,2,9.02,6598000
381,3349,1,3,1,1986,40,Downtown,Yes,Yes,37.94,3,9.73,42434000
382,1059,1,2,3,1985,41,Uptown,Yes,No,2.62,9,2.04,13824000
383,4172,4,4,1,1973,53,Downtown,Yes,Yes,4.7,2,1.41,56513000
384,5083,4,2,1,1976,50,Uptown,Yes,No,7.36,4,0.65,58605000
385,5492,3,2,1,1977,49,Suburb,Yes,Yes,27.76,1,8.61,50125000
386,3843,2,2,3,2004,22,Downtown,Yes,Yes,26.0,2,2.99,50852000
387,4570,5,2,1,2011,15,Waterfront,No,Yes,35.74,5,0.12,70401000
388,5299,5,3,1,1988,38,Suburb,Yes,Yes,29.45,10,2.29,52455000
389,1970,5,4,1,1979,47,Uptown,Yes,No,20.58,1,3.44,24890000
390,1080,3,3,1,2012,14,Suburb,Yes,No,39.68,7,9.81,11760000
391,2794,4,4,1,1986,40,Downtown,No,Yes,11.01,4,5.23,40103000
392,3647,6,2,1,1977,49,Rural,No,No,33.41,6,2.11,25927000
393,4749,6,1,3,1963,63,Rural,No,No,17.36,8,3.38,33767000
394,2179,3,3,1,1960,66,Uptown,No,No,26.13,6,3.34,24684000
395,4006,6,1,2,2009,17,Uptown,Yes,Yes,29.23,2,0.29,49047000
396,3244,5,3,1,1960,66,Rural,Yes,Yes,25.53,1,1.42,21588000
397,3856,2,2,1,2017,9,Uptown,Yes,No,6.05,8,6.91,45985000
398,4545,1,3,3,1985,41,Suburb,Yes,No,18.0,8,1.28,42878000
399,1743,4,2,3,2004,22,Waterfront,Yes,Yes,22.68,9,2.36,31187000
400,3618,4,3,2,1979,47,Waterfront,Yes,Yes,34.04,6,3.54,56163000
401,2641,3,2,2,2011,15,Suburb,No,Yes,18.02,1,7.53,24734000
402,3559,4,2,3,1982,44,Waterfront,No,No,36.79,9,5.81,54826000
403,5048,5,4,3,1969,57,Downtown,No,No,17.89,3,6.85,66998000
404,3459,6,2,1,2018,8,Suburb,No,Yes,22.18,6,5.66,33987000
405,2765,5,4,3,1970,56,Uptown,No,No,31.95,10,6.8,33929000
406,2979,3,2,2,2000,26,Suburb,Yes,No,23.53,10,0.13,31221000
407,5146,5,1,1,2000,26,Rural,Yes,No,38.43,9,9.22,33907000
408,2135,6,2,2,1964,62,Uptown,No,No,26.58,3,1.19,26713000
409,2257,2,1,1,2017,9,Rural,No,No,21.15,5,4.08,14384000
410,4952,3,1,3,1960,66,Uptown,Yes,Yes,1.43,5,7.66,54990000
411,2570,2,2,2,1976,50,Waterfront,No,No,16.84,10,4.37,40233000
412,3349,1,1,1,1981,45,Suburb,Yes,Yes,12.32,7,9.38,32135000
413,3751,2,4,1,1993,33,Downtown,Yes,Yes,30.05,4,4.68,49765000
414,4230,1,3,3,2015,11,Uptown,No,Yes,8.73,4,8.67,48502000
415,2989,1,2,3,2004,22,Uptown,Yes,Yes,8.61,7,8.05,35922000
416,2131,2,1,3,2000,26,Rural,Yes,Yes,7.99,9,9.71,15380000
417,3316,3,2,2,1988,38,Waterfront,Yes,Yes,5.46,4,9.18,50902000
418,1515,6,4,1,1963,63,Rural,No,No,12.78,4,8.9,11882000
419,1848,5,2,3,1964,62,Rural,Yes,Yes,35.49,6,7.27,14084000
420,5111,5,2,2,2023,3,Waterfront,No,No,31.11,6,3.7,77618000
421,3587,6,1,2,1970,56,Downtown,Yes,Yes,29.54,7,1.14,49961000
422,3339,1,4,2,2015,11,Rural,Yes,No,31.99,1,6.85,21866000
423,835,1,3,3,2010,16,Rural,No,No,11.14,3,9.69,5548000
424,5092,3,3,3,1980,46,Uptown,Yes,Yes,35.55,9,7.22,57958000
425,1395,4,1,1,1994,32,Waterfront,No,No,5.92,6,9.2,22294000
426,4046,2,2,1,1971,55,Suburb,Yes,No,13.79,6,7.98,36416000
427,1351,1,1,3,1985,41,Downtown,No,No,23.68,5,1.7,17952000
428,2187,5,1,2,2010,16,Downtown,Yes,No,4.56,3,2.54,32961000
429,2431,3,1,2,1978,48,Waterfront,Yes,No,29.34,5,3.45,36601000
430,4246,2,2,2,2004,22,Uptown,Yes,No,15.8,1,1.75,47076000
431,2927,3,4,1,2019,7,Uptown,Yes,Yes,31.48,3,5.8,33968000
432,2068,2,1,2,1966,60,Waterfront,Yes,Yes,19.97,4,9.66,30546000
433,4500,2,2,1,2006,20,Uptown,Yes,No,7.64,5,7.56,51838000
434,3238,6,4,1,2014,12,Downtown,Yes,Yes,29.52,10,4.25,48364000
435,3998,1,1,2,1966,60,Downtown,Yes,Yes,10.46,9,0.14,53723000
436,4413,3,3,2,1985,41,Suburb,Yes,Yes,19.89,4,3.17,41614000
437,1566,3,4,3,1999,27,Waterfront,No,Yes,3.48,3,5.26,27629000
438,4880,6,1,3,1964,62,Rural,Yes,No,24.91,10,3.28,34179000
439,2944,5,4,2,1980,46,Rural,Yes,Yes,26.8,1,1.19,20142000
440,4607,5,4,1,1973,53,Suburb,Yes,Yes,15.46,10,4.44,45457000
441,3873,1,4,1,1963,63,Suburb,No,No,38.2,6,2.58,35863000
442,4469,1,4,1,1982,44,Uptown,Yes,No,35.03,7,9.01,49291000
443,3046,4,4,1,2001,25,Suburb,No,Yes,28.46,10,1.1,30643000
444,1253,6,4,1,1979,47,Suburb,No,Yes,28.69,8,0.58,14383000
445,2582,5,1,3,1974,52,Rural,No,No,10.47,1,0.15,18907000
446,3274,2,3,2,2009,17,Uptown,Yes,No,26.44,4,3.32,36266000
447,3396,3,2,3,2011,15,Suburb,Yes,Yes,8.33,5,6.57,34254000
448,4685,1,4,1,2004,22,Suburb,No,Yes,6.19,2,7.26,43276000
449,1275,3,2,1,1988,38,Uptown,Yes,Yes,39.98,1,4.54,15333000
450,2125,3,1,1,1967,59,Waterfront,Yes,Yes,25.08,8,6.81,31766000
451,3569,4,4,1,2000,26,Uptown,Yes,Yes,17.52,6,3.63,44846000
452,917,5,3,2,2007,19,Rural,No,No,11.88,5,6.64,8470000
453,614,1,2,1,1978,48,Waterfront,Yes,Yes,24.35,9,0.5,11601000
454,1116,3,4,2,2007,19,Downtown,No,No,2.46,2,3.93,17606000
455,4474,1,1,1,1998,28,Uptown,Yes,Yes,4.24,10,7.85,50415000
456,3767,2,3,2,2005,21,Rural,Yes,No,1.8,8,7.97,25871000
457,1325,4,2,3,1987,39,Waterfront,Yes,No,20.22,10,7.12,25376000
458,2016,2,2,1,2005,21,Uptown,Yes,Yes,24.22,9,2.1,25016000
459,3646,1,4,2,2016,10,Suburb,No,No,2.97,1,2.52,35234000
460,912,1,3,3,1986,40,Uptown,No,Yes,28.99,7,9.86,11396000
461,1228,5,3,1,1963,63,Downtown,No,No,9.6,8,1.11,20715000
462,3848,3,3,1,2017,9,Uptown,Yes,No,27.57,3,1.87,43331000
463,3308,3,3,1,1974,52,Waterfront,No,Yes,39.28,4,1.37,50915000
464,1175,2,1,2,1994,32,Waterfront,Yes,Yes,27.8,3,3.31,17731000
465,3965,4,3,2,1996,30,Uptown,Yes,Yes,35.39,7,2.16,46647000
466,3004,6,2,3,1960,66,Waterfront,Yes,No,37.95,9,4.98,49267000
467,3467,3,2,2,1962,64,Suburb,Yes,Yes,19.73,3,4.77,34135000
468,3286,5,1,2,2006,20,Uptown,No,Yes,28.24,6,8.93,38870000
469,1622,2,2,1,1983,43,Suburb,No,Yes,34.15,8,0.44,15686000
470,4579,2,2,1,1986,40,Suburb,Yes,Yes,14.59,6,3.23,43329000
471,2071,6,3,1,1999,27,Rural,No,No,10.83,2,5.95,15404000
472,2643,5,2,1,2022,4,Uptown,Yes,Yes,37.89,7,6.03,32457000
473,2187,4,1,1,2020,6,Waterfront,Yes,No,29.19,2,4.81,33172000
474,4632,5,3,1,1995,31,Suburb,Yes,Yes,9.18,2,8.09,45763000
475,4351,4,4,1,1993,33,Rural,Yes,Yes,18.24,2,0.71,30063000
476,3940,5,3,3,1988,38,Uptown,Yes,No,31.96,1,8.09,44750000
477,4266,5,1,3,1983,43,Uptown,Yes,No,22.11,1,4.95,48232000
478,2826,1,3,3,1983,43,Downtown,No,No,26.17,7,1.41,37943000
479,3414,2,3,3,2001,25,Downtown,No,Yes,30.27,5,8.78,44085000
480,5468,5,1,1,1963,63,Suburb,Yes,Yes,25.07,3,6.46,51484000
481,4452,6,3,3,1962,64,Downtown,No,No,21.83,1,1.7,60293000
482,1095,5,1,1,1993,33,Suburb,Yes,Yes,30.11,10,0.43,14564000
483,1228,3,1,3,2016,10,Waterfront,Yes,Yes,29.24,6,1.48,21899000
484,1865,2,4,2,2008,18,Suburb,No,No,25.38,1,6.07,17317000
485,4992,3,2,3,1982,44,Downtown,Yes,No,14.71,9,1.86,66417000
486,1198,2,2,3,2012,14,Waterfront,Yes,No,16.53,2,2.31,20116000
487,895,3,3,1,2015,11,Downtown,Yes,No,38.83,1,0.35,13384000
488,4671,5,3,3,2011,15,Suburb,Yes,No,4.94,7,7.18,46303000
489,4860,5,4,2,1982,44,Rural,No,Yes,11.11,6,8.04,33385000
490,3002,1,4,1,2004,22,Uptown,Yes,Yes,19.95,6,7.91,34199000
491,2319,6,4,1,1964,62,Downtown,Yes,No,33.55,5,1.35,33981000
492,1217,3,1,3,1990,36,Suburb,Yes,No,6.97,4,8.95,12491000
493,3282,4,4,1,2021,5,Waterfront,No,Yes,11.44,4,6.69,53055000
494,5446,1,4,1,2012,14,Downtown,Yes,Yes,3.1,3,8.9,71116000
495,4077,3,3,1,2021,5,Downtown,No,Yes,28.39,10,4.48,56481000
496,643,3,4,1,2000,26,Uptown,Yes,No,9.91,8,4.38,11570000
497,5480,1,1,1,2016,10,Suburb,Yes,Yes,15.85,7,7.79,50870000
498,3640,5,1,1,2020,6,Rural,Yes,Yes,18.03,9,1.01,26021000
499,4991,3,3,2,2016,10,Waterfront,Yes,No,35.71,1,5.2,73291000
500,3438,5,4,3,2019,7,Suburb,Yes,No,16.75,7,8.3,36572000
501,4136,1,4,2,2013,13,Waterfront,Yes,Yes,6.24,10,8.24,64111000
502,3722,5,1,1,1965,61,Downtown,No,No,21.21,4,9.47,48371000
503,1667,2,4,1,1996,30,Uptown,Yes,No,38.54,7,6.94,20068000
504,3116,4,4,3,2016,10,Uptown,No,Yes,24.5,1,2.14,37508000
505,1562,3,4,2,1969,57,Rural,Yes,Yes,39.34,5,0.3,12693000
506,2656,6,2,3,1999,27,Uptown,Yes,Yes,33.72,3,4.8,31892000
507,3482,4,3,2,1966,60,Downtown,Yes,Yes,1.92,5,5.13,49554000
508,3794,5,2,1,1998,28,Rural,No,No,26.51,4,2.45,26051000
509,5229,3,3,3,1997,29,Suburb,Yes,Yes,11.83,2,1.32,50134000
510,1656,5,1,3,1980,46,Uptown,Yes,No,22.6,4,5.84,20587000
511,1232,2,4,1,2020,6,Rural,Yes,Yes,11.53,3,7.59,8244000
512,4830,1,3,3,1979,47,Downtown,Yes,Yes,14.28,1,9.83,61272000
513,5346,3,2,2,1962,64,Waterfront,Yes,No,36.97,10,7.53,78857000
514,1453,2,4,2,2023,3,Waterfront,Yes,Yes,8.66,8,7.88,26600000
515,3039,2,1,2,2010,16,Downtown,Yes,Yes,35.03,5,6.14,40620000
516,3824,3,3,2,1981,45,Downtown,Yes,Yes,1.7,4,9.76,52972000
517,3801,5,3,1,2006,20,Waterfront,No,Yes,4.09,10,6.37,61983000
518,2042,6,3,3,1963,63,Rural,Yes,No,34.26,5,8.53,15123000
519,1691,2,4,2,1987,39,Waterfront,Yes,Yes,25.41,4,9.37,26412000
520,3493,4,2,1,1971,55,Downtown,Yes,No,30.02,3,9.21,43954000
521,3181,2,2,3,1997,29,Uptown,Yes,No,8.77,5,3.84,36761000
522,1717,6,3,3,2010,16,Suburb,Yes,Yes,21.71,4,0.87,20283000
523,2040,5,1,1,2022,4,Uptown,Yes,Yes,29.62,1,1.78,25792000
524,3736,5,1,1,1995,31,Uptown,Yes,Yes,25.28,3,0.68,43868000
525,2886,4,2,2,2006,20,Downtown,Yes,No,19.13,10,1.13,41915000
526,4219,2,1,3,2000,26,Waterfront,Yes,Yes,38.41,10,1.91,63632000
527,1888,5,2,3,1964,62,Rural,Yes,No,27.21,8,3.44,12847000
528,2356,6,3,1,1972,54,Uptown,No,Yes,36.36,7,5.43,27540000
529,1865,3,2,3,1982,44,Waterfront,Yes,No,29.33,2,7.07,27364000
530,999,1,2,2,2017,9,Rural,Yes,Yes,29.55,1,2.17,7110000
531,2180,1,3,3,2009,17,Uptown,Yes,No,3.66,3,6.69,26696000
532,1010,1,1,1,1989,37,Rural,Yes,Yes,14.7,5,7.0,7768000
533,4812,2,2,1,2021,5,Waterfront,Yes,Yes,34.41,10,5.57,73195000
534,1824,4,2,2,1996,30,Suburb,Yes,Yes,9.69,1,8.96,18420000
535,1655,5,3,2,1984,42,Waterfront,No,Yes,5.06,3,1.19,30469000
536,2327,3,1,3,2007,19,Downtown,Yes,No,13.38,3,1.84,31972000
537,3641,6,2,3,1986,40,Rural,Yes,Yes,9.21,5,4.3,26875000
538,3986,3,3,1,2010,16,Suburb,Yes,Yes,37.05,3,1.34,36946000
539,2310,6,2,2,1973,53,Rural,Yes,No,34.78,9,5.65,16138000
540,3423,2,4,2,2016,10,Rural,Yes,Yes,20.24,1,4.0,24683000
541,2714,1,3,2,2021,5,Uptown,No,No,2.92,4,2.89,31806000
542,4686,2,1,3,2007,19,Downtown,Yes,No,28.73,10,1.77,61897000
543,1213,4,1,2,2018,8,Rural,No,Yes,25.12,10,3.39,10829000
544,4102,4,1,1,2006,20,Waterfront,No,No,38.84,4,6.06,61417000
545,4634,6,1,1,2013,13,Waterfront,No,Yes,22.58,1,5.74,70261000
546,4022,5,2,3,1995,31,Uptown,Yes,Yes,13.79,2,1.7,48000000
547,4768,5,2,3,1998,28,Downtown,Yes,No,21.0,1,1.32,64412000
548,5248,6,1,2,1975,51,Downtown,Yes,No,39.18,6,0.36,67945000
549,5349,4,1,3,2015,11,Waterfront,Yes,Yes,28.01,3,0.22,80511000
550,1743,4,1,1,1981,45,Suburb,Yes,No,27.04,7,8.72,17855000
551,4209,4,2,2,1980,46,Uptown,No,Yes,10.01,5,0.54,48442000
552,1581,2,1,1,2013,13,Uptown,Yes,Yes,29.87,9,7.27,19365000
553,955,4,1,2,1980,46,Waterfront,Yes,No,30.14,7,8.65,16318000
554,5424,3,4,3,1967,59,Waterfront,Yes,Yes,13.03,4,1.06,83875000
555,1394,1,4,2,2008,18,Suburb,Yes,Yes,19.61,5,4.38,14037000
556,1884,4,1,2,1975,51,Suburb,Yes,No,12.14,5,9.53,19031000
557,2458,6,3,1,2018,8,Downtown,No,No,10.72,5,8.27,36226000
558,3572,1,1,1,2014,12,Uptown,No,Yes,1.52,10,4.9,40593000
559,2496,2,4,2,1990,36,Uptown,No,No,11.77,9,7.57,29410000
560,4785,6,3,3,2001,25,Waterfront,No,No,22.38,10,8.27,75979000
561,1004,1,3,3,1969,57,Downtown,No,No,0.56,3,3.51,15035000
562,1714,6,1,1,1991,35,Uptown,Yes,No,11.69,6,8.84,22154000
563,2031,2,4,3,2018,8,Downtown,No,Yes,35.32,8,4.71,29521000
564,3940,3,4,1,1993,33,Downtown,Yes,Yes,23.95,9,5.27,53626000
565,1323,2,3,3,2022,4,Waterfront,Yes,Yes,24.51,7,9.9,22695000
566,1428,2,1,2,2021,5,Downtown,Yes,No,16.43,3,8.36,19074000
567,633,6,2,1,1968,58,Suburb,Yes,No,27.22,1,3.65,7509000
568,2605,5,2,1,1976,50,Suburb,Yes,No,8.0,4,0.2,27113000
569,4127,4,4,2,1970,56,Rural,Yes,No,32.84,6,6.24,28351000
570,5280,4,2,1,1991,35,Waterfront,Yes,Yes,5.11,3,7.0,78977000
571,2352,3,4,3,1969,57,Rural,No,Yes,26.41,1,6.48,15377000
572,5410,3,4,3,1981,45,Suburb,Yes,Yes,13.98,6,9.59,51280000
573,4675,4,4,1,2016,10,Rural,Yes,Yes,30.03,1,8.56,31367000
574,3433,5,2,3,1976,50,Waterfront,Yes,Yes,22.22,9,4.5,54105000
575,3784,4,4,1,1963,63,Waterfront,Yes,Yes,18.37,1,0.72,57708000
576,4798,5,3,2,2007,19,Downtown,No,No,7.19,6,4.77,64983000
577,3311,3,1,1,2011,15,Uptown,Yes,No,25.65,1,6.85,36998000
578,1750,1,1,2,2006,20,Downtown,Yes,No,39.0,7,6.06,22611000
579,4012,6,4,3,1984,42,Waterfront,No,No,33.11,3,5.37,62572000
580,1756,3,1,2,2018,8,Suburb,No,Yes,2.87,6,4.69,17943000
581,3876,3,2,3,1980,46,Suburb,Yes,No,15.36,7,2.98,37337000
582,3986,2,2,1,1996,30,Downtown,No,No,37.06,1,2.82,49841000
583,4084,2,1,3,1997,29,Waterfront,Yes,No,20.37,1,5.0,61258000
584,1896,2,2,1,2008,18,Suburb,Yes,Yes,26.65,5,1.67,19755000
585,4137,6,1,1,1960,66,Waterfront,Yes,Yes,36.55,6,3.44,62546000
586,3830,2,1,2,2022,4,Suburb,No,Yes,35.01,9,3.27,36494000
587,3203,5,1,2,1984,42,Waterfront,Yes,No,20.32,1,5.85,49594000
588,970,4,4,2,2010,16,Rural,Yes,No,17.79,4,0.75,8493000
589,1853,1,1,2,1995,31,Waterfront,Yes,No,13.92,10,8.23,27794000
590,3283,3,4,3,1976,50,Waterfront,Yes,Yes,28.9,8,5.61,50611000
591,3331,5,1,3,2000,26,Downtown,Yes,No,11.84,10,6.67,48325000
592,857,1,1,3,2022,4,Rural,No,No,10.37,9,6.99,6586000
593,3519,5,1,1,1983,43,Uptown,Yes,Yes,14.57,3,2.96,41309000
594,1167,5,2,3,1961,65,Downtown,Yes,Yes,7.5,2,4.71,18353000
595,4968,3,4,3,1999,27,Uptown,No,No,27.96,4,9.47,55087000
596,1645,4,4,3,1974,52,Suburb,Yes,Yes,24.84,2,7.61,16708000
597,4685,2,1,2,1991,35,Uptown,Yes,No,19.57,1,9.6,49845000
598,4219,6,1,3,1998,28,Waterfront,Yes,No,15.92,3,7.41,66264000
599,3245,4,2,1,2018,8,Uptown,Yes,No,36.41,7,1.82,39392000
600,1039,6,2,2,1965,61,Downtown,Yes,No,1.65,1,0.73,17897000
601,3279,3,2,1,1960,66,Downtown,Yes,No,30.88,2,5.76,40601000
602,5464,3,4,3,2006,20,Uptown,Yes,No,36.13,1,3.61,61979000
603,4636,3,4,2,1982,44,Downtown,Yes,Yes,18.13,8,2.8,64089000
604,5335,1,4,1,2017,9,Downtown,No,Yes,22.25,5,8.01,69935000
605,4275,6,1,3,1998,28,Uptown,No,Yes,37.81,8,3.7,50217000
606,3008,4,4,1,2020,6,Rural,No,No,8.88,3,3.21,21161000
607,3279,4,3,1,2021,5,Rural,No,Yes,21.05,7,8.43,22867000
608,1424,5,3,1,2016,10,Suburb,Yes,Yes,19.25,8,8.39,17765000
609,3456,5,2,3,1976,50,Downtown,No,Yes,10.71,6,3.59,48931000
610,2081,5,4,3,1993,33,Uptown,Yes,No,32.83,7,8.26,26461000
611,3824,3,3,1,2018,8,Downtown,No,No,36.03,2,8.44,49204000
612,4985,4,2,2,2000,26,Waterfront,Yes,No,31.39,8,4.25,75768000
613,755,6,4,2,1988,38,Downtown,Yes,Yes,8.22,5,0.75,15923000
614,5304,3,1,3,1968,58,Downtown,No,No,3.93,7,0.12,71217000
615,2338,1,3,3,1972,54,Rural,No,No,24.42,1,5.23,14285000
616,2444,5,1,3,1965,61,Uptown,Yes,No,2.76,5,3.47,30550000
617,509,3,4,3,1965,61,Downtown,No,No,27.08,1,9.87,7163000
618,3371,3,3,3,1979,47,Rural,Yes,Yes,21.45,8,7.67,23152000
619,1297,1,4,2,2011,15,Suburb,Yes,No,26.68,4,7.56,13109000
620,5472,2,1,3,2012,14,Rural,Yes,Yes,23.81,4,9.46,36090000
621,1515,4,3,1,1962,64,Rural,Yes,Yes,17.2,2,8.8,10801000
622,2324,6,1,1,1976,50,Rural,No,No,8.43,5,3.22,15849000
623,4969,2,4,2,2022,4,Downtown,No,Yes,12.58,1,1.73,66258000
624,3636,5,4,1,2008,18,Downtown,No,Yes,21.22,9,7.41,50850000
625,2693,3,1,2,1971,55,Suburb,Yes,No,26.25,5,3.81,26566000
626,723,1,3,2,2007,19,Waterfront,No,Yes,31.29,6,4.74,12267000
627,5448,1,1,1,2006,20,Waterfront,Yes,No,30.8,2,6.28,77419000
628,4658,4,4,3,2004,22,Waterfront,No,No,38.92,10,9.0,73388000
629,4425,2,1,1,2014,12,Suburb,Yes,No,11.79,10,4.21,42835000
630,5284,4,4,1,2023,3,Waterfront,Yes,No,3.31,1,7.78,80550000
631,4500,3,1,2,1960,66,Waterfront,No,No,14.15,4,2.73,65880000
632,2133,4,3,1,1976,50,Rural,Yes,No,29.86,7,6.94,15416000
633,2652,6,3,2,1962,64,Downtown,Yes,No,17.81,6,0.12,38975000
634,1010,1,1,3,1985,41,Downtown,Yes,No,32.8,10,8.64,14360000
635,884,1,1,3,1974,52,Rural,Yes,No,22.2,1,0.4,5506000
636,904,5,3,3,1995,31,Rural,Yes,No,37.23,1,7.08,7952000
637,5113,5,4,1,1991,35,Rural,Yes,Yes,37.94,8,0.55,33685000
638,5071,3,3,2,1991,35,Downtown,Yes,Yes,3.24,4,2.71,68214000
639,2500,6,4,3,2023,3,Waterfront,Yes,No,18.53,5,4.97,43568000
640,3256,2,1,2,1963,63,Rural,No,Yes,24.58,7,4.22,20862000
641,2168,4,1,2,1977,49,Suburb,Yes,Yes,10.61,8,1.98,22758000
642,1960,3,4,3,2008,18,Rural,No,No,16.58,10,3.37,15905000
643,4136,5,1,3,1978,48,Uptown,No,Yes,27.27,7,7.23,46778000
644,3224,4,4,2,2002,24,Rural,Yes,Yes,9.46,2,6.66,21466000
645,5309,5,2,3,2011,15,Downtown,No,No,24.28,4,0.8,70868000
646,4678,4,3,2,1994,32,Rural,No,No,28.05,10,7.42,32164000
647,2548,2,2,2,1999,27,Uptown,No,Yes,4.07,1,0.62,28666000
648,4646,3,4,3,1973,53,Suburb,Yes,No,20.15,10,5.42,44817000
649,5280,4,3,1,2017,9,Waterfront,Yes,No,10.89,9,2.65,83209000
650,1216,6,4,3,1992,34,Rural,Yes,Yes,29.11,3,5.86,10729000
651,5044,1,3,1,1973,53,Uptown,Yes,Yes,7.99,3,2.66,56898000
652,5476,6,3,2,1993,33,Uptown,Yes,No,35.74,10,9.75,62109000
653,5083,6,3,2,2020,6,Suburb,Yes,No,17.52,9,3.14,50818000
654,2323,1,3,1,2014,12,Downtown,No,No,8.32,10,2.47,33805000
655,2581,6,4,2,1963,63,Rural,No,No,17.8,3,2.83,17808000
656,3919,4,3,1,1983,43,Uptown,Yes,No,16.65,8,8.89,46261000
657,2074,4,3,1,2018,8,Suburb,Yes,Yes,17.44,2,6.33,21477000
658,749,4,2,2,1988,38,Waterfront,Yes,No,23.63,3,7.26,13866000
659,1173,1,1,1,1978,48,Uptown,No,Yes,21.09,2,9.1,12628000
660,5033,6,1,3,1965,61,Suburb,No,No,6.42,1,9.04,47712000
661,2665,1,2,3,2016,10,Downtown,Yes,No,3.09,2,7.34,35387000
662,1270,4,2,2,1992,34,Downtown,Yes,Yes,29.31,8,2.04,20705000
663,4462,6,4,2,2008,18,Uptown,Yes,No,22.61,9,8.37,53384000
664,4863,6,4,1,1999,27,Uptown,Yes,Yes,14.68,2,2.1,57925000
665,2484,5,4,1,1978,48,Rural,Yes,Yes,32.43,7,7.38,17249000
666,1577,5,2,1,2012,14,Suburb,No,No,15.83,5,6.82,16994000
667,735,2,2,1,1960,66,Uptown,No,Yes,31.94,3,7.54,8369000
668,888,3,3,3,1964,62,Rural,No,No,12.58,9,5.32,7216000
669,3537,5,4,3,1986,40,Rural,No,Yes,3.38,6,6.36,26246000
670,5358,1,4,2,1975,51,Uptown,Yes,No,37.34,1,9.44,59802000
671,2348,5,4,1,1965,61,Downtown,Yes,No,16.08,5,1.09,34362000
